names,scores,logfoldchanges,pvals,pvals_adj
LAMP3,0.41692594,0.3512552,0.6767325856286213,1.0
AC254562.3,0.41676325,0.18807025,0.6768515823496193,1.0
CCR5AS,0.41667843,0.49786797,0.676913639055195,1.0
CCDC15-DT,0.41641057,0.16161454,0.677109606626423,1.0
NOC4L,0.41634148,0.2534773,0.6771601353425918,1.0
AL589863.1,0.4162379,0.36640456,0.6772359311409906,1.0
AC010504.1,0.41611356,0.33218023,0.677326919623809,1.0
AL355773.1,0.4160748,0.28100228,0.677355254077461,1.0
AC003035.2,0.415988,0.50888205,0.6774187891767574,1.0
AP001437.1,0.41585466,0.65874016,0.6775163601878103,1.0
AP003390.1,0.41557202,0.44182974,0.6777232052486457,1.0
PATE1,0.4154285,0.6115304,0.6778282439279222,1.0
AL157884.2,0.41514108,0.73014545,0.6780386322960259,1.0
AC011379.1,0.4151157,0.19479994,0.6780571885862154,1.0
KDM4D,0.41503927,0.009922516,0.6781131508641914,1.0
BOK-AS1,0.4148818,0.7382735,0.6782284416755844,1.0
MAGOH,0.41480795,-0.045183502,0.6782825096698992,1.0
AL139317.3,0.41465163,0.80735064,0.6783969346975739,1.0
AC104803.1,0.4146209,0.47371447,0.6784194406204711,1.0
PRKG1-AS1,0.41455504,0.19123338,0.6784676685639766,1.0
HMG20B,0.41429535,-0.03239962,0.678657816406438,1.0
IER3-AS1,0.4140109,0.9502785,0.6788661109625334,1.0
AC004466.1,0.4138245,1.0056679,0.6790026485629427,1.0
AC009135.1,0.413771,1.1210644,0.6790418283206376,1.0
AL391069.2,0.41313285,0.2794464,0.679509274594415,1.0
AL353803.2,0.4129654,0.07223986,0.6796319685940382,1.0
RASD2,0.41292387,0.6154664,0.6796623874895114,1.0
ATG101,0.4128666,0.14215519,0.6797043605716766,1.0
LOH12CR2,0.41277838,0.19800773,0.6797690039848696,1.0
AP004606.1,0.41252166,0.5310601,0.679957097529361,1.0
AC016493.1,0.4124107,0.045319237,0.6800384256342258,1.0
LINC01600,0.41238114,0.14665212,0.6800600747499105,1.0
AC107222.2,0.41227636,1.4031556,0.6801368727264849,1.0
PDCD1LG2,0.41220272,-0.12318234,0.6801908527185145,1.0
AL139300.2,0.4120636,0.116085306,0.6802928193969785,1.0
SUPT4H1,0.4118606,0.08168314,0.6804416105325355,1.0
MEAK7,0.41172066,-0.12896098,0.6805441768572448,1.0
AP003355.2,0.4116963,2.4378133,0.6805620278056339,1.0
CLEC19A,0.41148472,0.09382248,0.6807171337412836,1.0
OCLN,0.41144902,0.12922749,0.6807433274916558,1.0
EIF5A,0.41137934,0.013060957,0.6807943990954575,1.0
CCNI2,0.41132006,0.5218758,0.6808378623293754,1.0
WEE2,0.41127354,0.16708992,0.6808719604904422,1.0
ECRG4,0.41103283,0.3576573,0.6810484618245451,1.0
SWAP70,0.41101268,-0.08846253,0.6810632442380764,1.0
AL137779.2,0.41082144,0.21708514,0.6812034637160216,1.0
FAM86C1,0.41077355,0.007356389,0.6812385934946374,1.0
AC117944.1,0.41060728,0.5690023,0.6813605284643962,1.0
SRF,0.41057074,0.08970341,0.6813873172142492,1.0
IL15RA,0.41032225,-0.102378756,0.6815695792079044,1.0
AP001172.2,0.41030985,0.4674774,0.681578656194696,1.0
TAF6L,0.4095917,-0.017746449,0.6821054931454961,1.0
LINC01923,0.40953758,0.5719232,0.6821451805850939,1.0
BX649632.1,0.40951943,0.57188714,0.6821585075608927,1.0
GDPD5,0.4094354,0.0628432,0.6822201644203906,1.0
AC027801.1,0.40935257,-0.035405796,0.682280944636079,1.0
CR786580.1,0.40919468,0.44153827,0.6823967988994422,1.0
C14orf178,0.40914378,0.056393933,0.6824341492145752,1.0
AC090510.1,0.40871504,0.719042,0.6827488015564782,1.0
M1AP,0.40865776,0.21544735,0.6827908472709734,1.0
DLGAP2-AS1,0.40840405,0.68571216,0.6829770615512529,1.0
U95743.1,0.4080274,0.29730892,0.6832535616105455,1.0
AC005548.1,0.4073769,1.1127687,0.6837311993982012,1.0
GPR146,0.40722358,0.22068566,0.683843775620372,1.0
SSTR2,0.40715033,0.11445489,0.6838975742916131,1.0
AL049637.1,0.40678346,0.042860705,0.6841670315553707,1.0
AL008730.1,0.406708,0.0056705764,0.684222452671553,1.0
APBB1IP,0.40663555,0.048086967,0.684275676137894,1.0
AC009148.1,0.40648726,-0.096086174,0.6843846205191499,1.0
AL365434.1,0.40623274,0.83055097,0.6845715861412546,1.0
AC004900.1,0.40610522,1.087344,0.6846652961841029,1.0
Z97205.1,0.4061042,0.72007424,0.6846660294586653,1.0
FO393414.3,0.40608227,1.5666233,0.6846821615742291,1.0
AL356379.2,0.40606588,0.46525118,0.6846941874266812,1.0
PLEKHM1,0.40592596,-0.16303544,0.6847969970614551,1.0
AC006144.2,0.40592137,1.0045618,0.6848003703723888,1.0
AC007325.4,0.40512297,0.80967,0.6853871287049684,1.0
AL021396.1,0.40497667,0.33397046,0.6854946727581778,1.0
ABCA9,0.40480778,-0.25111628,0.6856188038298088,1.0
LINC02828,0.40417802,0.47234306,0.6860818024323747,1.0
CDPF1,0.4041391,0.23379639,0.6861104226968207,1.0
AC026471.5,0.40410817,0.43384412,0.6861331724589452,1.0
COL6A3,0.4040471,0.7835448,0.6861780857275801,1.0
AC073336.1,0.40373433,0.08659593,0.6864081001285307,1.0
AP003108.1,0.40366107,0.06594421,0.6864619749625618,1.0
AC130895.1,0.40364748,-0.06327374,0.686471957395582,1.0
FAM83D,0.40337422,0.0978731,0.6866729388922885,1.0
AKR1C2,0.40317562,0.5163574,0.6868190277328843,1.0
PPP1R1A,0.40312332,0.9506175,0.6868574972931115,1.0
AC110611.1,0.40306085,0.101174705,0.6869034562660273,1.0
UCHL1,0.4029483,0.19785993,0.6869862734390333,1.0
AC011444.1,0.4027998,-0.0657112,0.6870955273712749,1.0
CXorf58,0.402585,0.24682677,0.6872535459626035,1.0
ZNF727,0.40236244,-0.30835176,0.6874173064089536,1.0
IQSEC3,0.40233928,0.17633988,0.6874343442125253,1.0
CD160,0.40221953,0.18106957,0.6875224733162412,1.0
AC004817.5,0.4021187,0.013628933,0.6875966519355347,1.0
USP35,0.40191174,-0.15344153,0.6877489845855516,1.0
ANKRD50,0.40189078,-0.118396364,0.6877644095238957,1.0
LRIT3,0.40182492,0.059393827,0.6878128887473578,1.0
AC010680.2,0.40180975,-0.19949053,0.6878240538412213,1.0
AC027130.1,0.40169278,0.22654428,0.6879101448765255,1.0
AC009159.3,0.4016786,0.6884777,0.6879205759763849,1.0
PCAT4,0.4015804,0.19203845,0.6879928607222212,1.0
OR7C1,0.4015337,0.72677493,0.6880272410529481,1.0
AC084871.1,0.40153268,0.011126562,0.6880279756824359,1.0
EPHA2,0.40150455,0.27891073,0.6880486923551935,1.0
AC005920.1,0.40145984,0.7748651,0.6880816044301525,1.0
ADAR,0.40144467,-0.057511322,0.6880927711612392,1.0
NT5C3B,0.40135044,0.0013618194,0.6881621239610838,1.0
ITIH2,0.40134266,0.25961205,0.6881678545004066,1.0
ZNF653,0.40121952,-0.03966164,0.6882585169532194,1.0
TLR3,0.40118098,0.028730683,0.6882868774410195,1.0
AC007541.1,0.40111113,0.030531798,0.6883383094955869,1.0
AC109630.1,0.40095484,0.7921378,0.6884533755675324,1.0
PNMA5,0.40031072,1.1679181,0.6889276766902428,1.0
AL138960.1,0.40027758,0.2431561,0.688952078507781,1.0
AL121601.1,0.40009815,0.30080825,0.6890842361415126,1.0
AL355334.2,0.40007657,0.2886033,0.6891001133366695,1.0
AC103855.3,0.4000654,0.70001304,0.6891083460102905,1.0
AC009318.2,0.39984205,0.21394886,0.689272860187299,1.0
LINC02634,0.39950094,1.5785555,0.6895241438834421,1.0
AC024028.1,0.39918336,1.1624278,0.6897581081709432,1.0
AL359532.1,0.39902228,1.078487,0.6898767927849795,1.0
ERVH-1,0.39889133,1.0095427,0.689973275614107,1.0
AL356020.1,0.3988502,0.5905013,0.6900035746155,1.0
KCNK12,0.39882407,0.117519945,0.6900228426855404,1.0
CDK1,0.39872026,-0.010552927,0.6900993286094408,1.0
AC099329.1,0.3987061,0.24122821,0.6901097721254414,1.0
LINC02621,0.39867815,1.2109523,0.6901303651467907,1.0
MPZL2,0.39866158,1.4058412,0.690142573974919,1.0
PATE4,0.39863545,1.2131352,0.6901618434942249,1.0
AC015871.4,0.3985648,0.05722566,0.6902139163297479,1.0
AC000085.1,0.39844042,0.24283597,0.6903055621977088,1.0
AC107027.3,0.39833003,0.21813458,0.6903869145814319,1.0
AC109635.7,0.39832726,1.0287712,0.6903889741818783,1.0
TWNK,0.39822108,0.15773088,0.6904672406975003,1.0
AL157823.2,0.39817217,0.3226111,0.6905032856007072,1.0
COLCA1,0.3980099,0.24941833,0.6906229008589706,1.0
AC008957.1,0.39774722,-0.05329746,0.6908165379949964,1.0
CYP4F26P,0.3977023,0.48489326,0.6908496466737898,1.0
AL353689.3,0.39761665,0.14331909,0.6909127755266589,1.0
HYAL3,0.3974079,0.55959386,0.691066707099803,1.0
MR1,0.39728752,-0.13196377,0.69115545166,1.0
AL161729.4,0.39722183,0.53880006,0.6912038729523915,1.0
RUNDC3A-AS1,0.39717296,0.12579417,0.6912399321821616,1.0
GOLGA8M-1,0.39683482,0.31010973,0.6914892751585404,1.0
LHX5,0.39662883,0.1582505,0.6916411935394703,1.0
AL135934.1,0.39644438,0.53594804,0.6917772240173792,1.0
WNT9B,0.39636773,0.07400692,0.6918337590900355,1.0
AC091057.3,0.39636675,0.45383635,0.6918344952351225,1.0
AC092053.4,0.3961831,0.5558144,0.6919699508868169,1.0
AC092652.1,0.39612803,-0.028050581,0.6920105895042643,1.0
AP002761.2,0.39610845,0.33046654,0.6920250193716477,1.0
MDS2,0.3958813,0.114212275,0.6921925907118462,1.0
AC009090.3,0.39581165,0.721994,0.6922439842392301,1.0
AL159978.1,0.39571524,0.43602863,0.6923151128626233,1.0
HSH2D,0.39543778,0.2922418,0.6925198252831221,1.0
AL662844.4,0.39540985,0.33718738,0.6925404450455734,1.0
AC116424.1,0.39539745,0.17837721,0.6925495767274524,1.0
AC092809.2,0.39524758,0.094199665,0.6926601914546451,1.0
AP005329.1,0.395033,0.43395045,0.6928185395194195,1.0
FAM162B,0.394938,0.82917345,0.6928886588574543,1.0
AC004522.3,0.39485654,0.011113613,0.6929487632414228,1.0
ACVRL1,0.39460206,0.56357646,0.693136601897128,1.0
NAPRT,0.39446673,0.04695164,0.69323649554821,1.0
PLEKHG6,0.39445314,0.2769365,0.6932465146747475,1.0
AL022323.1,0.3943741,0.33382365,0.6933048624185539,1.0
AL590666.2,0.39430463,0.05657857,0.6933561392101091,1.0
AC008906.1,0.39384416,0.22060499,0.6936961044814061,1.0
HELZ2,0.39378446,0.09898783,0.6937401703818242,1.0
MID1,0.3935665,0.009024928,0.6939011155107834,1.0
RB1-DT,0.39346012,0.054855794,0.6939796770765341,1.0
RGS14,0.39331102,0.5882859,0.694089786718753,1.0
LINC01277,0.3932136,-0.15577433,0.6941617226095843,1.0
AC004542.2,0.3931134,0.44835493,0.694235725109999,1.0
ASB2,0.3930651,1.057374,0.6942714006635383,1.0
DIAPH1,0.39305112,-0.0744508,0.6942817201648357,1.0
PLEK,0.39280203,-0.11141591,0.6944657116413879,1.0
AC093151.3,0.39279363,0.98396975,0.6944719039754401,1.0
AL158212.2,0.39262918,0.141136,0.6945933957959542,1.0
LINC00558,0.39254212,1.2154458,0.6946576834771401,1.0
AC104530.1,0.3923567,0.2074057,0.6947946707464104,1.0
LOXHD1,0.39228085,0.4339385,0.6948507071628365,1.0
AC020909.2,0.39187366,0.22387017,0.6951515627356513,1.0
AL163192.1,0.39182076,0.54735565,0.6951906479887892,1.0
AC004884.2,0.39152756,0.15475392,0.6954073277225832,1.0
LILRB5,0.39152357,1.4971615,0.6954102779246828,1.0
SPDYE6,0.39132336,0.037146255,0.695558236473329,1.0
AL162258.2,0.3910473,0.17250861,0.6957622701129798,1.0
RELN,0.39102995,0.115533605,0.6957751059374675,1.0
AC012557.2,0.39102176,0.37374544,0.6957811550343971,1.0
AL354949.1,0.39066505,0.42880532,0.6960448259406483,1.0
HDAC1,0.39038303,-0.11231969,0.6962533393595925,1.0
CCN3,0.3903369,0.3079632,0.6962874297245119,1.0
CASQ1,0.3902475,0.5932034,0.6963535461204117,1.0
AL078645.1,0.38999498,0.5033718,0.696540248844236,1.0
LINC02453,0.3897886,0.19062088,0.6966928716841241,1.0
ERICH6-AS1,0.38931534,-0.1770896,0.6970428878148609,1.0
RASL11A,0.38920417,0.43975738,0.6971251236530478,1.0
AL365434.2,0.38905865,0.49163455,0.6972327590582119,1.0
AC093525.6,0.38901573,0.18195142,0.6972645045457824,1.0
KAT8,0.38895127,-0.052137345,0.6973121976000176,1.0
AL365204.1,0.3889321,1.100277,0.6973263728559891,1.0
AC025508.1,0.3889265,0.64995134,0.6973305073255477,1.0
AC104564.5,0.38889378,0.15469028,0.6973547236848606,1.0
PTCRA,0.38881373,0.5681301,0.6974139369350156,1.0
SLC4A11,0.38874227,0.49232638,0.6974668021916571,1.0
VWA2,0.38825145,0.34433007,0.6978299582514151,1.0
AC093787.2,0.3878269,0.30525035,0.6981441389019436,1.0
AC008551.1,0.38764966,0.69315934,0.6982753213110302,1.0
ZC3H12A,0.38731912,0.3505083,0.6985199828526303,1.0
LINC02371,0.38721013,0.34688097,0.6986006571128247,1.0
CSNKA2IP,0.38705522,0.6991457,0.6987153208932818,1.0
SELL,0.3870201,0.34317842,0.6987413280680119,1.0
AC022966.2,0.38684165,0.16628271,0.6988734381534285,1.0
TSPAN32,0.38671112,0.45957428,0.6989700882203969,1.0
AC005082.1,0.3866137,1.0464118,0.6990422094919366,1.0
AL022323.3,0.38638875,0.38501343,0.6992087786263711,1.0
PLVAP,0.38638675,0.27240533,0.6992102566781833,1.0
CTXN2,0.3863766,0.9218389,0.699217794760157,1.0
PLPP6,0.38633147,0.08651758,0.6992511991664816,1.0
LINC00901,0.3862568,0.09045041,0.6993064803035614,1.0
LINC02125,0.38624364,0.79768544,0.6993162359638192,1.0
AC007681.1,0.38623604,-0.011930873,0.6993218528816372,1.0
ODC1-DT,0.3859632,0.43195543,0.6995239250507077,1.0
AL162584.1,0.38596278,0.3298199,0.6995242207095633,1.0
GNPTG,0.38590592,-0.06946488,0.6995663525622313,1.0
ZNF57,0.3858127,-0.007292415,0.6996353916676468,1.0
AC011700.1,0.38579154,0.17723212,0.699651062559826,1.0
AKAIN1,0.38577777,1.205697,0.6996612634923369,1.0
AC007736.1,0.3856071,0.5114972,0.6997876708480161,1.0
GLT1D1,0.3855588,-0.22885755,0.6998234508148986,1.0
AL136531.1,0.385263,0.38061115,0.7000425806825796,1.0
TRPV6,0.38526198,1.2322017,0.7000433200294078,1.0
CALCR,0.385258,0.3154651,0.7000462774195635,1.0
AC098851.1,0.38513723,0.19310422,0.7001357406214221,1.0
PPP4R1-AS1,0.3847033,0.43140787,0.7004572509880337,1.0
AC013448.2,0.3846963,1.6249962,0.7004624275370661,1.0
AL158829.1,0.38468954,1.6877115,0.7004674561980191,1.0
NLRX1,0.38453782,-0.08308808,0.7005798649866837,1.0
AP003783.1,0.38451567,0.2308293,0.7005962831349386,1.0
AP005530.1,0.38448474,1.6437995,0.7006192096120243,1.0
AP5S1,0.38439253,0.058782957,0.7006875469228475,1.0
ZKSCAN4,0.38436416,-0.010906685,0.7007085515180933,1.0
HCRTR1,0.38426736,0.60699296,0.700780294290665,1.0
ADCY10,0.38425598,-0.09355924,0.700788726090757,1.0
AC093690.1,0.3840546,0.10289473,0.700937989845906,1.0
AL031985.3,0.3839073,0.07620848,0.7010471712414708,1.0
AC091057.2,0.38376495,-0.054656304,0.7011526599447369,1.0
UCKL1,0.3836897,-0.00657161,0.7012084396102709,1.0
AC034102.3,0.38350788,0.34433755,0.7013432347864414,1.0
LINC01778,0.38337335,0.7395646,0.7014429685523136,1.0
AL591845.1,0.3832937,0.37787476,0.7015020121819922,1.0
TMEM52B,0.38327235,0.36782667,0.7015178462438194,1.0
AC090515.2,0.38321525,0.5670205,0.7015601696994971,1.0
METTL18,0.38276255,0.012404055,0.70189583043733,1.0
ATRIP,0.38257173,-0.03965661,0.7020373344924056,1.0
HSPA12B,0.38254857,0.6126244,0.7020545051433977,1.0
AC090629.1,0.38211542,0.18178375,0.7023757427611274,1.0
DEGS1,0.38204,-0.0967998,0.7024317057209327,1.0
ZNF572,0.3818741,0.12197423,0.7025547410734236,1.0
ABCA4,0.3817731,0.62338567,0.7026296617243126,1.0
SPN,0.38168868,0.08099078,0.7026922952364194,1.0
SLC10A3,0.3814861,0.077248774,0.7028425942835723,1.0
AC016074.2,0.3812306,0.09780213,0.7030321505301601,1.0
AC092068.1,0.38113418,0.6411884,0.7031036831938188,1.0
AC007786.3,0.38106233,0.59274083,0.7031570011745687,1.0
RFX1,0.38102698,-0.08424984,0.7031832163838287,1.0
AC105429.1,0.38100046,-0.0117214285,0.7032029150501221,1.0
MYH3,0.380927,0.021181706,0.7032574206688409,1.0
AC018445.5,0.3807643,0.36174893,0.7033781382694004,1.0
AC020704.1,0.38060883,0.83800185,0.7034935305483242,1.0
SPATA3,0.38051522,0.4877567,0.7035630062152914,1.0
FRY,0.38039744,0.004685419,0.7036504098230092,1.0
AL357833.1,0.3803198,0.9474846,0.7037080390893666,1.0
C2CD4D-AS1,0.38018805,0.25938836,0.7038058201438402,1.0
ST20-AS1,0.38016033,0.3726865,0.7038264140509123,1.0
AC006960.3,0.38014635,0.4144511,0.7038367851654904,1.0
AC008703.1,0.38010344,0.53473514,0.7038686396475458,1.0
AC007608.1,0.38007948,0.4592172,0.7038864191192922,1.0
ACAA2,0.3800066,0.0067432523,0.7039404993407353,1.0
AC100786.2,0.37980422,0.9122533,0.7040907464975779,1.0
RNF144A-AS1,0.37969643,0.42015585,0.7041707644900392,1.0
AL031587.1,0.37958086,0.1968548,0.7042565651979134,1.0
KCP,0.37952158,0.16502076,0.7043005784206254,1.0
USP46,0.37950522,-0.06873668,0.7043127303939398,1.0
SPATA42,0.37948167,0.9815499,0.7043302175123938,1.0
AL161646.1,0.37942177,0.84832084,0.7043746769919306,1.0
AC092376.1,0.37938786,0.19898494,0.7043998711454,1.0
AL928970.1,0.37937608,0.19634762,0.7044086150744806,1.0
AC133565.1,0.37934452,-0.007146826,0.7044320312125406,1.0
AC005899.7,0.3790489,-0.09885844,0.7046515340729896,1.0
AC007938.1,0.37902835,0.31281352,0.7046668008857889,1.0
ANO3-AS1,0.3789673,1.0696855,0.7047121573614419,1.0
COMTD1,0.37892216,0.19337401,0.7047456566090078,1.0
LINC02518,0.378817,0.60225505,0.7048237743354351,1.0
AL354950.1,0.37879583,1.3017267,0.7048394871953647,1.0
AL122035.2,0.37868905,0.38937473,0.7049187945893213,1.0
AC105020.2,0.37863156,1.195361,0.7049614884957518,1.0
CNTD2,0.37847766,0.31157115,0.7050757882146308,1.0
DAPK1-IT1,0.37791517,-0.1018881,0.7054936095649816,1.0
FDXR,0.3776403,0.14252141,0.7056978079538958,1.0
GNB3,0.37758622,0.0113961045,0.7057379976425507,1.0
ALMS1-IT1,0.3774962,-0.007932994,0.7058048834090811,1.0
AC011824.2,0.37744153,0.80691826,0.7058455202175762,1.0
METTL23,0.37735808,-0.111728705,0.7059075152129348,1.0
SLC9A3R2,0.37713352,0.27583027,0.7060743774672974,1.0
TMEM233,0.37702215,0.30459517,0.7061571463888661,1.0
AC090198.1,0.37693134,0.07382269,0.7062246397487854,1.0
AC109460.1,0.3767962,0.16745292,0.706325068211265,1.0
AC139530.3,0.37653512,0.2283302,0.7065191158238906,1.0
AP000697.1,0.37622434,0.03979066,0.7067501285623121,1.0
AC093583.1,0.37596864,0.21668333,0.7069402113210606,1.0
NUDT17,0.37575006,-0.011081775,0.7071027087282742,1.0
ZNF157,0.37562373,-0.004876621,0.7071966516734725,1.0
AL352979.4,0.37559718,0.520976,0.7072163906474594,1.0
FDXACB1,0.37549338,0.2629315,0.7072935674723275,1.0
RIN2,0.37527022,-0.03663853,0.7074595078305161,1.0
USP46-AS1,0.37514687,0.1075481,0.7075512411129861,1.0
AC015813.4,0.3751209,0.4229641,0.7075705382986286,1.0
AC004854.2,0.37500197,0.2825598,0.7076590108772496,1.0
AC007679.1,0.3749231,0.29347214,0.70771764840202,1.0
AL139123.1,0.37480995,0.65652573,0.7078018222585065,1.0
HEYL,0.37476704,0.7692511,0.7078337409685065,1.0
ADH4,0.37473488,0.08490936,0.7078576432223732,1.0
DSCAS,0.37465405,-0.15948279,0.7079177712827729,1.0
ACP5,0.3746403,0.85916704,0.7079280155042644,1.0
AL161665.1,0.3743744,0.09479059,0.7081257838763517,1.0
AC026471.4,0.37435246,-0.16118763,0.7081421169794246,1.0
TMEM185A,0.37434825,-0.040391203,0.7081452351325455,1.0
AC016924.1,0.37432072,0.4672283,0.7081657259747732,1.0
AC087883.2,0.37393227,0.96970534,0.7084546990368802,1.0
CYB561D1,0.37379217,-0.038604025,0.7085589534775939,1.0
AL139041.1,0.37359476,0.85992986,0.7087058397255882,1.0
AL035448.1,0.3735606,0.13720752,0.7087312377386779,1.0
AC009283.1,0.37349916,0.0841657,0.7087769846844447,1.0
ENO1-AS1,0.37339175,0.9483992,0.7088568958303845,1.0
AP000224.1,0.3731275,-0.007594145,0.7090535681312751,1.0
SLC16A7,0.37304783,-0.053326495,0.7091128410043819,1.0
LINC02773,0.37274605,0.81301576,0.7093374699755242,1.0
TNFSF9,0.37252748,1.6210152,0.7095001634814104,1.0
LOXL4,0.3725061,0.16083229,0.7095160620962383,1.0
AC089999.2,0.37250412,1.1189146,0.7095175479545546,1.0
AC004825.2,0.37238315,1.2133598,0.7096075930303831,1.0
SPATA2L,0.3722009,-0.03627225,0.7097432626593893,1.0
AL136439.1,0.37213066,0.28888938,0.7097955714805582,1.0
AC099511.1,0.3721141,1.3633368,0.7098079058620996,1.0
ACHE,0.37193465,0.14984204,0.709941508432568,1.0
TYW3,0.37186757,-0.0637952,0.7099914444969004,1.0
AL161782.1,0.3718634,0.46757865,0.709994565542275,1.0
KCNK6,0.37167317,0.05070464,0.7101362066728891,1.0
AC104257.1,0.37158754,1.5762343,0.7101999707446318,1.0
PARP15,0.37156856,-0.07187309,0.710214091268031,1.0
AL451070.1,0.3715157,-0.011373297,0.7102534806222878,1.0
COL19A1,0.37138554,-0.013860068,0.7103503965925808,1.0
EGFR-AS1,0.3713143,0.25669807,0.7104034645303685,1.0
PPP1R14B-AS1,0.37126538,1.6159873,0.7104398845158542,1.0
AL590302.1,0.37117794,1.4042314,0.7105049961784393,1.0
KIRREL3,0.37117055,0.01215856,0.7105104965754943,1.0
ZNF723,0.3711025,1.2783142,0.7105611901338201,1.0
AC018647.2,0.37108672,0.07054226,0.7105729345719647,1.0
AC114311.1,0.37088114,0.55079275,0.7107260645473523,1.0
SLC50A1,0.37083623,-0.016862966,0.7107595168242826,1.0
ACTL6A,0.37066975,-0.009709492,0.710883518123572,1.0
LINC02768,0.3706536,0.11987196,0.7108955618229442,1.0
CD80,0.37053004,0.0752271,0.7109876018592343,1.0
DNAJC22,0.37022445,-0.10302128,0.7112152666374307,1.0
AC012464.3,0.3701448,0.26911065,0.7112746034929751,1.0
LINC00616,0.3700949,0.26123285,0.7113117828652732,1.0
SIPA1L3,0.3700476,-0.05425419,0.7113470295442217,1.0
TM4SF19,0.37003303,0.43203157,0.7113578862405169,1.0
VAV1,0.36976954,-0.20545876,0.7115542092021214,1.0
UPK1B,0.3697472,0.07427276,0.7115708677884574,1.0
FAM181A-AS1,0.3696404,0.44037092,0.7116504441854301,1.0
AL450338.2,0.3693961,-0.046727847,0.7118325148953686,1.0
FIBCD1,0.36935297,0.39318332,0.7118646467267089,1.0
AQP9,0.36925557,-0.25702232,0.7119372427480026,1.0
AC092295.1,0.36920965,0.1806795,0.7119714589912987,1.0
Z92544.2,0.3687869,0.13893425,0.7122865732152982,1.0
AL117190.2,0.36866036,0.04736043,0.7123809087488446,1.0
MIR4527HG,0.3683232,-0.09248354,0.7126322436580308,1.0
CNOT9,0.36820206,-0.12507309,0.7127225770913389,1.0
AL139353.2,0.3681721,0.0824128,0.7127449006365801,1.0
GYS2,0.3681226,-0.0060374066,0.7127818094377949,1.0
FAM215B,0.36808768,-0.072334535,0.7128078543595402,1.0
CXCR6,0.36775535,0.91017306,0.7130556699323407,1.0
AC005828.3,0.3677296,-0.02514496,0.7130748713224064,1.0
AC087175.1,0.36734256,0.81183964,0.7133635094639975,1.0
AL356055.1,0.36708426,0.6157573,0.7135561562057419,1.0
AC116158.1,0.3670647,0.76667136,0.7135707468886684,1.0
AL161668.3,0.36703137,0.1218834,0.7135956108448251,1.0
ZNF252P-AS1,0.3669595,0.24089305,0.7136492108268905,1.0
LINC00954,0.36683118,0.5050854,0.7137449498669672,1.0
SLC22A9,0.36677828,1.1449307,0.7137844081703497,1.0
AC104463.2,0.36675474,0.52347577,0.7138019785291365,1.0
AC023509.3,0.36655313,0.4257277,0.7139523750967128,1.0
SYF2,0.36645192,0.030178204,0.7140278753856992,1.0
AP002768.1,0.36618686,1.0382608,0.7142256487818406,1.0
AL139286.2,0.366115,1.0588076,0.7142792653599391,1.0
AC068112.1,0.36606508,0.94168055,0.7143164999246492,1.0
LINC00957,0.3657204,0.25292805,0.7145737348716596,1.0
ADAM29,0.3655204,0.07440615,0.7147229966523162,1.0
C19orf38,0.3654026,0.048675597,0.7148108904302588,1.0
RAB11FIP1,0.36537206,-0.07089059,0.7148336838411627,1.0
AC100830.1,0.36534813,0.058815956,0.7148515612041528,1.0
AL590764.1,0.3652623,0.048533764,0.714915623039502,1.0
HTR1F,0.3651491,1.1707317,0.7150000983436382,1.0
ZNF575,0.36512437,0.14364317,0.7150185731258512,1.0
DNASE1L2,0.36509085,0.41222453,0.7150436037422812,1.0
CITED4,0.36504233,0.47453314,0.7150798092832309,1.0
AC091563.1,0.36495012,0.2604045,0.7151486462771867,1.0
AC135803.1,0.36492896,0.45975107,0.7151644403731295,1.0
CCDC78,0.36482218,0.18910323,0.7152441577182567,1.0
NTN5,0.36478144,0.11623655,0.7152745554304194,1.0
AC009055.2,0.3645517,1.5040852,0.715446072550022,1.0
THAP7-AS1,0.36418262,0.0942103,0.7157216327296068,1.0
AC103874.1,0.36410898,2.0770802,0.7157766299745387,1.0
AL121820.3,0.36408204,0.22811078,0.7157967512863349,1.0
AL121987.2,0.3640569,0.3754173,0.7158155313554488,1.0
NUDT18,0.36392954,0.71619517,0.7159106267258213,1.0
TNKS,0.36391237,0.028823037,0.7159234455611382,1.0
AC093249.6,0.36372694,0.42621887,0.716061923897807,1.0
AC012533.1,0.363704,0.3088972,0.7160790666452116,1.0
KCNN1,0.3636355,0.19764644,0.7161301976026806,1.0
LINC00457,0.36362115,0.406289,0.7161409307933126,1.0
ASB4,0.36335906,0.5666715,0.7163366722861564,1.0
AC097375.4,0.36302772,0.14781244,0.7165841710748138,1.0
FAM111B,0.36302593,0.024847582,0.7165855130168837,1.0
HPS6,0.36300758,0.6581951,0.716599230697128,1.0
AC108463.2,0.3626966,0.8542866,0.7168315505134554,1.0
AC010547.3,0.36260617,0.544972,0.716899104133133,1.0
KLF11,0.3625435,0.18316737,0.7169459306792123,1.0
AC009141.1,0.36245447,0.37312907,0.7170124440991061,1.0
AL137140.1,0.3624399,0.12254084,0.7170233310291879,1.0
LINC02568,0.36240396,0.31648508,0.7170501757599865,1.0
NAPA,0.36194187,-0.026426554,0.7173954599709881,1.0
AC008114.1,0.36154386,0.51696104,0.717692913058211,1.0
AL355297.4,0.36140075,0.4824281,0.7177998813289368,1.0
ERFE,0.3613822,0.83160096,0.7178137562799144,1.0
AC073575.2,0.36123288,0.91057926,0.7179253560444209,1.0
